{{Base item
|rarity_id                               = normal
|name                                    = The Destination
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = You may be nothing to everybody, but you are everything to somebody.
|drop_level                              = 81
|tags                                    = unique_divination, corrupted_divination, unique_corrupted_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheDestination
|stack_size                              = 9
|description                             = {{c|unique|{{il|html=|Watcher's Eye}}}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
