{{Item
|rarity_id                               = normal
|name                                    = Chasing Risk
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = A fond memory fills me with nostalgia; some men would have felt guilt, but I felt no regret over the anguish and fear my ambitions caused.
|drop_level                              = 81
|tags                                    = unique_divination, boss_drop_card, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardChasingRisk
|stack_size                              = 4
|description                             = {{c|unique|Synthesis Item}}
|stack_size_currency_tab                 = 5000
}}
