{{Base item
|rarity_id                               = normal
|name                                    = Lethean Temptation
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = My memories tortured me without end. To escape them, I embraced nothingness, but oblivion simply brought a different kind of pain...
|drop_level                              = 78
|tags                                    = weapon_divination, unique_divination, unique_weapon_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardLetheanTemptation
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|Nebulis}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
