{{Base item
|rarity_id                               = normal
|name                                    = Unrequited Love
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The pale flame of his heart disappeared in his azure reflection.<br>The work of a life.<br>Ambitious, and unfinished.
|drop_level                              = 35
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardUnrequitedLove
|stack_size                              = 16
|description                             = {{c|currency|19x {{il|html=|Mirror Shard}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
