{{Base item
|rarity_id                               = normal
|name                                    = Darker Half
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = When you find what you're looking for, it's never quite right. When you have what you desire, yet you still want more.
|drop_level                              = 81
|tags                                    = currency_divination, currency_exotic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardDarkerHalf
|stack_size                              = 3
|description                             = {{c|currency|5x {{il|html=|Eldritch Chaos Orb}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
