{{Base item
|rarity_id                               = normal
|name                                    = Gemcutter's Mercy
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = When you can only have one, which shall it be?<br>Red?<br>Blue?<br>Probably Green.
|drop_level                              = 38
|tags                                    = gems_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardGemcuttersMercy
|stack_size                              = 3
|description                             = {{c|gem|Exceptional Gem}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
