{{Base item
|rarity_id                               = normal
|name                                    = Beauty Through Death
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Her beauty did not fade <br>her humanity did not survive.
|drop_level                              = 56
|tags                                    = unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardBeautyThroughDeath
|stack_size                              = 5
|description                             = {{c|unique|{{il|html=|Atziri's Reflection}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
