{{Base item
|rarity_id                               = normal
|name                                    = The Pack Leader
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Become the leader you were born to be.
|drop_level                              = 48
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardThePackLeader
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|Alpha's Howl}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
