{{Base item
|rarity_id                               = normal
|name                                    = Arrogance of the Vaal
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Discovery can lead to beauty, or it can lead to ruin.
|drop_level                              = 54
|tags                                    = unique_divination, corrupted_divination, unique_corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardArroganceOfTheVaal
|stack_size                              = 8
|description                             = {{c|unique|Item}}<br> {{c|corrupted|[[Two-Implicit]]}}<br> {{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
