{{Base item
|rarity_id                               = normal
|name                                    = A Fate Worse Than Death
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "It was as though my very thoughts were breaking... fracturing into tiny motes to be lost on the wind."
|drop_level                              = 78
|tags                                    = unique_divination, corrupted_divination, unique_corrupted_divination, maps_divination, maps_unique_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardAFateWorseThanDeath
|stack_size                              = 4
|description                             = {{c|unique|{{il|html=|Cortex}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
