{{Base item
|rarity_id                               = normal
|name                                    = The Aspirant
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Those Exiles that survive Wraeclast<br>dream not of home, but of power.
|drop_level                              = 81
|tags                                    = armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheAspirant
|stack_size                              = 5
|description                             = {{c|magic|Item}}<br>{{c|default|Elevated Item}}<br>{{c|default|Influenced Item}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
