{{Base item
|rarity_id                               = normal
|name                                    = The Hive of Knowledge
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Within years of knowledge, distilled by careful craftsmanship, lies great power.
|drop_level                              = 68
|tags                                    = armour_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheHiveOfKnowledge
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|Machina Mitts}}}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
