{{Base item
|rarity_id                               = normal
|name                                    = Magnum Opus
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Wraeclast will unite. This shall be my great work - the minds of the people made one.
|drop_level                              = 80
|tags                                    = divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardMagnumOpus
|stack_size                              = 5
|description                             = {{c|white|Item}}<br>{{c|default|Item Level:}} {{c|normal|100}}<br>{{c|enchanted|Three-Implicit}}<br>{{c|enchanted|Synthesised}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
