{{Base item
|rarity_id                               = normal
|name                                    = Treasures of the Vaal
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The cities of the Empire were plundered<br>by those who came after... all but one.
|drop_level                              = 1
|tags                                    = unique_divination, corrupted_divination, unique_corrupted_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTreasuresOfTheVaal
|stack_size                              = 12
|description                             = {{c|unique|Vaal Jewel}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
