{{Base item
|rarity_id                               = normal
|name                                    = Poisoned Faith
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Even our most devout beliefs are subtly shaped by our darkest desires.
|drop_level                              = 53
|tags                                    = weapon_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_weapon_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardPoisonedFaith
|stack_size                              = 8
|description                             = {{c|unique|{{il|html=|Arakaali's Fang}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
