{{Base item
|rarity_id                               = normal
|name                                    = Winter's Embrace
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Come home to me, my sweet.<br>Oh, how long you've been!<br>Lie with me in the frozen dark.<br>I may yet find forgiveness<br>Now that fear has left you.
|drop_level                              = 68
|tags                                    = jewellery_divination, unique_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardWintersEmbrace
|stack_size                              = 2
|description                             = {{c|unique|{{il|html=|Circle of Fear}}}}<br>{{c|enchanted|Three-Implicit}}<br>{{c|enchanted|Synthesised}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
