{{Base item
|rarity_id                               = normal
|name                                    = Baited Expectations
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The line between having not enough to do and too much to do is unusually fine.
|drop_level                              = 23
|tags                                    = unique_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardBaitedExpectations
|stack_size                              = 8
|description                             = {{c|unique|Fishing Item}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
