{{Base item
|rarity_id                               = normal
|name                                    = Broken Promises
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Experience teaches us that the cold is not the same as the absence of warmth.
|drop_level                              = 80
|tags                                    = jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardBrokenPromises
|stack_size                              = 2
|description                             = {{c|white|[[Diamond Ring]]}}<br>{{c|default|Item Level:}} {{c|normal|87}}<br>{{c|enchanted|Two-Implicit}}<br>{{c|enchanted|Synthesised}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
