{{Item
|rarity_id                               = normal
|name                                    = Tattoo of the Tasalio Warrior
|class_id                                = StackableCurrency
|size_x                                  = 1
|size_y                                  = 1
|drop_level                              = 35
|tags                                    = currency, default
|metadata_id                             = Metadata/Items/Currency/AncestralTattooTasalio4
|stack_size                              = 10
|help_text                               = Right click this item then left click an allocated Passive Skill. Maximum 50 Tattoos.
|stack_size_currency_tab                 = 5000
|tattoo_target                           = Small Dexterity
|tattoo_tribe                            = 4
|description                             = 5% chance to Blind Enemies on [[Hit]] with [[Attack|Attacks]]
}}
