{{Base item
|rarity_id                               = normal
|name                                    = The Strategist
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Know thine enemy better than you know thyself.
|drop_level                              = 38
|tags                                    = jewellery_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheStrategist
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|Inspired Learning}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
