{{Item
|rarity_id                               = normal
|name                                    = Damnation
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Blood and death lead<br>the way to hell.
|drop_level                              = 81
|tags                                    = unique_divination, boss_drop_card, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardDamnation
|stack_size                              = 16
|description                             = {{c|unique|{{il|html=|The Original Scripture}}}}<br>{{c|default|Item Level:}} {{c|normal|83}}
|stack_size_currency_tab                 = 5000
}}
