{{Base item
|rarity_id                               = normal
|name                                    = The Price of Devotion
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Unbeknown to Atziri's finest thaumaturgists, their loyalty would require far greater devotion than mere research.
|drop_level                              = 75
|tags                                    = jewellery_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardThePriceOfDevotion
|stack_size                              = 7
|description                             = {{c|unique|{{il|html=|Mageblood}}}}<br>{{c|default|Quality:}} {{c|augmented|+20%}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
