{{Base item
|rarity_id                               = normal
|name                                    = The Throne
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = A king's movement is unwavering.
|drop_level                              = 51
|tags                                    = armour_divination, unique_divination, unique_armour_divination, unique_corrupted_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheThrone
|stack_size                              = 2
|description                             = {{c|unique|{{il|html=|Kaom's Roots}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
