{{Item
|rarity_id                               = normal
|name                                    = Loyalty Tattoo of Maata
|class_id                                = StackableCurrency
|size_x                                  = 1
|size_y                                  = 1
|drop_level                              = 1
|tags                                    = currency, default
|metadata_id                             = Metadata/Items/Currency/AncestralTattooTawhoa6
|stack_size                              = 10
|help_text                               = Right click this item then left click a valid Passive Skill. Maximum 50 Tattoos.
|stack_size_currency_tab                 = 5000
|tattoo_target                           = Small Intelligence
|tattoo_tribe                            = 8
|tattoo_limit                            = 1 Loyalty Tattoo
|tattoo_skill_id                         = TriggerSummonedAncestorMaata
|description                             = Trigger [[Level|level]] 1 [[Skill:TriggerSummonedAncestorMaata|Summon Spirit of Maata]] [[Skill]] when you reach [[Low Life]] while a Unique Enemy is [[In your presence|in your Presence]]
}}
