{{Base item
|rarity_id                               = normal
|name                                    = Acclimatisation
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The world is ever-changing.<br>Once-lush woods now lost beneath shifting sands,<br>Great cities now drown beneath turbulent waters.<br>Adapt or perish.
|drop_level                              = 23
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardAcclimatisation
|stack_size                              = 2
|description                             = {{c|currency|20x {{il|html=|Orb of Alteration}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
