{{Item
|rarity_id                               = normal
|name                                    = The Admirer
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Lucian lost himself in ancient scrolls and found in those scrolls a love whose power bridged a millennium.
|drop_level                              = 75
|tags                                    = unique_divination, boss_drop_card, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheAdmirer
|stack_size                              = 9
|description                             = {{c|unique|Atziri Item}}
|stack_size_currency_tab                 = 5000
}}
