{{Item
|rarity_id                               = normal
|name                                    = Toxic Tidings
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = A beast even Einhar<br>will not hunt.
|drop_level                              = 59
|tags                                    = armour_divination, unique_divination, unique_armour_divination, unique_corrupted_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardToxicTidings
|stack_size                              = 5
|description                             = {{c|unique|{{il|html=|Dendrobate}}}}<br> {{c|corrupted|[[Two-Implicit]]}}<br> {{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
}}
