{{Base item
|rarity_id                               = normal
|name                                    = The Tumbleweed
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Love is the only redemption after succumbing to the grasps of the Wasteland.
|drop_level                              = 80
|tags                                    = jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheTumbleweed
|stack_size                              = 2
|description                             = {{c|magic|Diamond Ring of Redemption}}<br>{{c|default|Item Level:}} {{c|normal|100}}<br>{{c|default|Redeemer Item}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
