{{Item
|rarity_id                               = normal
|name                                    = Sambodhi's Wisdom
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = No blade conquers sin;<br>guide a sinner to virtue,<br>unveil their lost sight—<br>your eyes, too, see in<br>everyone the inner child,<br>no matter their might.
|drop_level                              = 58
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardSambodhisWisdom
|stack_size                              = 3
|description                             = {{c|unique|{{il|html=|Tabula Rasa}}}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
}}
