{{Base item
|rarity_id                               = normal
|name                                    = The Fortunate
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The fortunate find <br>generosity in the divine.
|drop_level                              = 68
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheFortunate
|stack_size                              = 12
|description                             = {{c|currency|2x {{il|html=|Divine Orb}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
