{{Base item
|rarity_id                               = normal
|name                                    = The Sun
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Each night, the light dies, and each morning she is born anew, embracing the land in her golden wings.
|drop_level                              = 49
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheSun
|stack_size                              = 7
|description                             = {{c|unique|{{il|html=|Rise of the Phoenix}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
