{{Item
|rarity_id                               = normal
|name                                    = Father's Love
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Everything is not enough.
|drop_level                              = 81
|tags                                    = jewellery_divination, unique_divination, unique_jewellery_divination, boss_drop_card, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardFathersLove
|stack_size                              = 2
|description                             = {{c|unique|{{il|html=|Sublime Vision}}}}
|stack_size_currency_tab                 = 5000
}}
