{{Base item
|rarity_id                               = normal
|name                                    = Akil's Prophecy
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The hatungo know many answers to the same question, <br>for time itself is a tangled web.
|drop_level                              = 70
|tags                                    = armour_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardAkilsProphecy
|stack_size                              = 3
|description                             = {{c|unique|{{il|html=|Elegant Round Shield}}}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
