{{Base item
|rarity_id                               = normal
|name                                    = Rain Tempter
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Be like water, friend.
|drop_level                              = 58
|tags                                    = maps_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardRainTempter
|stack_size                              = 9
|description                             = {{c|white|Map}}<br>{{c|default|Map Tier:}} {{c|normal|6}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
