{{Base item
|rarity_id                               = normal
|name                                    = The Patient
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = I have a headache, can anyone find me a nurse?
|drop_level                              = 68
|tags                                    = gives_other_cards_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardThePatient
|stack_size                              = 8
|description                             = {{c|divination|{{il|html=|The Nurse}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
