{{Base item
|rarity_id                               = normal
|name                                    = The Craving
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = What was once a passing thought tickling the back of the mind is now a desperate, driving desire.
|drop_level                              = 23
|tags                                    = unique_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheCraving
|stack_size                              = 4
|description                             = {{c|unique|{{il|html=|Unending Hunger}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
