{{Base item
|rarity_id                               = normal
|name                                    = Mitts
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Those whose hands are their livelihood know the importance of keeping them safe and warm.
|drop_level                              = 23
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardMitts
|stack_size                              = 5
|description                             = {{c|unique|[[Gloves]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
