{{Base item
|rarity_id                               = normal
|name                                    = The Twilight Moon
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The day is dying, the night is born, the air grows cool, the sky is torn.
|drop_level                              = 68
|tags                                    = unique_divination, maps_divination, maps_unique_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheTwilightMoon
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|The Twilight Temple}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
