{{Base item
|rarity_id                               = normal
|name                                    = Forbidden Power
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Some things should not be used. Some power is too great a risk.
|drop_level                              = 45
|tags                                    = weapon_divination, unique_divination, unique_weapon_divination, unique_corrupted_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardForbiddenPower
|stack_size                              = 4
|description                             = {{c|unique|{{il|html=|Balefire}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
