{{Base item
|rarity_id                               = normal
|name                                    = Honoured Tattoo of the Berserker
|class_id                                = StackableCurrency
|size_x                                  = 1
|size_y                                  = 1
|drop_level                              = 1
|tags                                    = currency, default
|metadata_id                             = Metadata/Items/Currency/AncestralTattooSpecialNotableDex3
|stack_size                              = 10
|help_text                               = Right click this item then left click a valid Passive Skill. Maximum 50 Tattoos.<br>Shift click to unstack.
|stack_size_currency_tab                 = 5000
|tattoo_target                           = +30 to Dexterity Notable
|implicit1_text                          = {{c|default|Replaces a}} {{c|value|+30 to Dexterity Notable}} {{c|default|Passive Skill}}
|tattoo_limit                            = 1 Attribute Notable Tattoo
|implicit2_text                          = {{c|default|Limit}} {{c|value|1 Attribute Notable Tattoo}}
|tattoo_stat_text                        = You gain Onslaught for 4 seconds on Hit
|description                             = Grants "You gain Onslaught for 4 seconds on [[Hit]]"
}}
