{{Base item
|rarity_id                               = normal
|name                                    = Tattoo of the Hinekora Storyteller
|class_id                                = StackableCurrency
|size_x                                  = 1
|size_y                                  = 1
|drop_level                              = 1
|tags                                    = currency, default
|metadata_id                             = Metadata/Items/Currency/AncestralTattooHinekora4
|stack_size                              = 10
|help_text                               = Right click this item then left click a valid Passive Skill. Maximum 50 Tattoos.<br>Shift click to unstack.
|stack_size_currency_tab                 = 5000
|tattoo_target                           = Small Intelligence
|tattoo_tribe                            = 7
|implicit1_text                          = {{c|default|Replaces a}} {{c|value|Small Intelligence}} {{c|default|Passive Skill}}
|tattoo_stat_text                        = 3% increased Skill Effect Duration
|description                             = Grants "3% increased [[Skill]] Effect Duration"
}}
