{{Base item
|rarity_id                               = normal
|name                                    = Endless Night
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The sun shines not for me. I walk in darkness, never free. Time stopped when you both died in my arms.
|drop_level                              = 68
|tags                                    = unique_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardEndlessNight
|stack_size                              = 7
|description                             = {{c|unique|{{il|html=|Maloney's Mechanism}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
