{{Base item
|rarity_id                               = normal
|name                                    = The Brawny Battle Mage
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = A humble piece of wood offers the simplest solution to life's problems: just hit them really, really hard.
|drop_level                              = 80
|tags                                    = weapon_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheBrawnyBattleMage
|stack_size                              = 5
|description                             = {{c|magic|Merciless Tornado Wand}}<br>{{c|default|Item Level:}} {{c|normal|100}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
