{{Item
|rarity_id                               = normal
|name                                    = Eldritch Perfection
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Embrace horror.<br>Bathe in its beauty.
|drop_level                              = 81
|tags                                    = armour_divination, boss_drop_card, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardEldritchPerfection
|stack_size                              = 4
|description                             = {{c|white|Item}}<br>{{c|default|Item Level:}} {{c|normal|100}}<br>{{c|enchanted|Perfect Eldritch Implicit Modifier}}
|stack_size_currency_tab                 = 5000
}}
