{{Base item
|rarity_id                               = normal
|name                                    = The Catalyst
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Simple actions can lead the world to an early grave.
|drop_level                              = 23
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheCatalyst
|stack_size                              = 3
|description                             = {{c|currency|{{il|html=|Vaal Orb}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
