{{Base item
|rarity_id                               = normal
|name                                    = The Immortal
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "Greetings! Just because you think I'm greedy doesn't mean I'm not willing to share. You'll just have to kill me first."<br>-Grandmaster Dy'Ness
|drop_level                              = 35
|tags                                    = gives_other_cards_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheImmortal
|stack_size                              = 10
|description                             = {{c|divination|{{il|html=|House of Mirrors}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
