{{Base item
|rarity_id                               = normal
|name                                    = The Journalist
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = A good spy doesn't forget she's gone undercover.
|drop_level                              = 68
|tags                                    = armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheJournalist
|stack_size                              = 10
|description                             = {{c|rare|Helmet}}<br>{{c|default|Double-Veiled Item}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
