{{Base item
|rarity_id                               = normal
|name                                    = The Shortcut
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = If time is the most valuable currency, how do you make more of it?
|drop_level                              = 80
|tags                                    = divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheShortcut
|stack_size                              = 1
|description                             = {{c|magic|Quicksilver Flask of the Cheetah}}<br>{{c|default|Item Level:}} {{c|normal|100}}
|stack_size_currency_tab                 = 5000
}}
